Geneid,GeneSymbol,logFC,AveExpr,P.Value,adj.P.Val,DMSO1_S1,DMSO2_S2,DMSO3_S3,PAN_1_S7,PAN_2_S8,PAN_3_S9,AvgCase,AvgControl,FoldChange,log2FC_Actual
ENSG00000119711.13,ALDH6A1,-5.812918916,11.38592479,0.001330098,0.005560986,15.44325126,12.69118045,14.74272103,9.072846711,7.900663679,8.464885606,8.479465332,14.29238425,0.59328557,-0.753201402
ENSG00000157833.13,GAREM2,-5.815769242,8.25625121,0.000151671,0.001199099,11.7450845,10.47198081,11.27534219,4.701201787,5.293319844,6.050578137,5.348366589,11.16413583,0.479066779,-1.061701323
ENSG00000180370.10,PAK2,-5.81722313,23.26965318,0.001409015,0.005812873,25.52710933,25.29416909,27.71351583,19.44692795,21.04436599,20.59183091,20.36104162,26.17826475,0.777784235,-0.362558102
ENSG00000171790.15,SLFNL1,-5.857850956,10.503161,0.000848382,0.003992429,12.29259355,14.7421341,13.26153179,7.01150315,8.306895251,7.40430817,7.574235524,13.43208648,0.563891212,-0.826511236
ENSG00000184261.5,KCNK12,-5.858936403,5.2296663,1.93E-05,0.000338854,7.888944205,7.901829254,8.686630045,2.368279168,1.906310142,2.626004986,2.300198099,8.159134501,0.281916924,-1.826658008
ENSG00000144857.14,BOC,-5.868298535,4.63152743,2.52E-05,0.000390748,7.505040781,8.211876055,6.980113255,1.783649129,1.66035776,1.648127597,1.697378162,7.565676697,0.224352458,-2.156161106
ENSG00000145833.16,DDX46,-5.871422462,28.79477039,0.001929551,0.007321442,31.93563139,29.93308228,33.32273121,25.95367033,25.84375018,25.77975698,25.85905916,31.73048163,0.814959554,-0.295199633
ENSG00000130559.19,CAMSAP1,-5.881550956,16.39843936,0.000413663,0.002388349,19.18791885,19.66685238,19.16287327,12.19332095,13.71965127,14.46001942,13.45766388,19.33921483,0.695874367,-0.523101229
ENSG00000090581.10,GNPTG,-5.88188402,23.23606208,0.00285087,0.009935574,25.7925696,26.67713249,26.06131017,21.98756282,20.53338598,18.3644114,20.29512007,26.17700409,0.775303392,-0.367167118
ENSG00000126803.9,HSPA2,-5.922641004,7.630816386,0.001142392,0.004978742,9.645636072,10.07025795,12.06051664,4.980005165,5.272054132,3.756428354,4.669495884,10.59213689,0.4408455,-1.181654961
ENSG00000153944.12,MSI2,-5.923218254,7.956602006,1.55E-05,0.000297795,10.97130683,10.39928744,11.38403913,4.883630855,5.297931276,4.803416508,4.994992879,10.91821113,0.457491875,-1.128181974
ENSG00000090857.14,PDPR,-5.923766077,20.14058057,7.94E-05,0.000792605,22.81475468,22.71612862,23.77650752,17.02422917,17.81421756,16.69764586,17.17869753,23.10246361,0.743587256,-0.427426049
ENSG00000106635.8,BCL7B,-5.942899518,19.01837175,0.002164335,0.008008639,21.21212898,23.54273851,21.21459703,14.83847801,17.15036791,16.15192004,16.04692199,21.9898215,0.729743167,-0.454539298
ENSG00000156471.13,PTDSS1,-5.949248515,17.72173518,0.000290912,0.001866421,19.78540965,20.53345162,21.77021705,15.27405398,14.34434069,14.6229381,14.74711092,20.69635944,0.712546135,-0.488944668
ENSG00000114739.14,ACVR2B,-5.958097722,12.26246419,0.000205203,0.001471235,14.74884041,14.91307253,16.06262623,9.554028201,9.844813832,8.451403964,9.283415332,15.24151305,0.609087516,-0.715278559
ENSG00000033030.15,ZCCHC8,-5.984338839,19.06714028,0.000173577,0.001310154,22.77035329,21.17598441,22.2315914,16.19350687,15.45418224,16.57722347,16.07497086,22.0593097,0.728715952,-0.456571523
ENSG00000097033.14,SH3GLB1,-6.012132221,27.90748034,0.002426177,0.008764207,30.97217033,29.08717758,32.68129143,24.73469171,25.38217496,24.58737602,24.90141423,30.91354645,0.805517874,-0.312011492
ENSG00000196177.13,ACADSB,-6.015740452,16.36353748,8.09E-05,0.000803309,19.9480707,19.39804063,18.76811178,12.74106529,13.40172376,13.92421271,13.35566725,19.3714077,0.689452592,-0.536476742
ENSG00000116984.15,MTR,-6.050903056,16.16736426,8.36E-06,0.000213726,18.97243349,18.93246692,19.67354697,12.90859828,13.43634897,13.08079096,13.14191274,19.19281579,0.684730833,-0.546391118
ENSG00000064309.15,CDON,-6.052785106,13.95385202,3.25E-06,0.000131177,16.89672859,16.81099356,17.23301157,10.55247998,11.11015092,11.1197475,10.92745947,16.98024457,0.64353958,-0.635899212
ENSG00000072849.11,DERL2,-6.05421452,12.24110093,0.002244416,0.008251219,16.4652574,16.02362318,13.31574399,8.921949092,9.959426754,8.760605162,9.213993669,15.26820819,0.603475768,-0.728632252
ENSG00000152270.9,PDE3B,-6.07108624,7.444146836,4.81E-05,0.000574878,10.3480746,9.903038749,11.18795651,4.747937592,4.016038314,4.46183524,4.408603716,10.47968996,0.420680739,-1.249202329
ENSG00000112144.16,CILK1,-6.082485976,11.13654718,0.000772618,0.003727014,12.8338504,14.82284389,14.87667623,7.521332744,9.034251584,7.730328261,8.095304197,14.17779017,0.570984907,-0.808475485
ENSG00000204219.11,TCEA3,-6.085231345,5.434532355,2.93E-05,0.000428451,9.115412872,8.508667368,7.807363843,2.333014281,2.554998925,2.287736843,2.391916683,8.477148028,0.282160542,-1.825411842
ENSG00000107959.17,PITRM1,-6.087058704,25.72463903,0.000673426,0.003378542,29.52156786,27.92511294,28.85782434,23.37158943,23.28647878,21.38526082,22.68110968,28.76816838,0.788409932,-0.342982144
ENSG00000147862.17,NFIB,-6.097215867,8.470223053,6.51E-06,0.000186379,11.28677635,11.22044407,12.04927254,5.336678813,5.39792643,5.530240116,5.42161512,11.51883099,0.470674075,-1.087199704
ENSG00000108953.17,YWHAE,-6.133515136,36.45018639,0.001393415,0.005763114,39.86480491,38.51829118,40.16773578,31.81789637,34.50213652,33.83025357,33.38342882,39.51694396,0.844787716,-0.243339238
ENSG00000103343.13,ZNF174,-6.155232976,14.90147167,0.0009262,0.004254613,16.97299341,17.89988351,19.06438758,11.05561147,13.05651475,11.35943934,11.82385519,17.97908816,0.657644875,-0.604619349
ENSG00000157181.16,ODR4,-6.160157389,21.73991116,0.000871878,0.004077623,25.94983281,23.19392177,25.31621497,19.03645548,18.36476892,18.57827299,18.65983246,24.81998985,0.751806611,-0.411566493
ENSG00000028310.18,BRD9,-6.167327652,10.55804812,0.000285059,0.001836099,13.37746874,13.98734454,13.56032258,6.358582493,8.563342353,7.501228048,7.474384298,13.64171195,0.547906621,-0.867998058
ENSG00000173714.8,WFIKKN2,-6.170202166,3.16587525,3.05E-05,0.000439436,5.985198004,5.752752497,7.014978498,0,0.242322501,0,0.080774167,6.250976333,0.012921848,-6.274043763
ENSG00000164292.13,RHOBTB3,-6.176695192,13.49277779,0.000137326,0.00112736,15.98989739,16.40719136,17.34628742,9.928745482,10.10365615,11.18088895,10.40443019,16.58112539,0.627486371,-0.672343971
ENSG00000160209.19,PDXK,-6.185078092,21.24655704,0.000490903,0.002686103,25.17363883,24.18648101,23.65716843,18.20189929,19.1808796,17.0792751,18.154018,24.33909609,0.745878891,-0.422986697
ENSG00000164307.13,ERAP1,-6.204060293,10.7982393,0.000642233,0.003269675,12.89201348,13.66690793,15.14188694,8.033129222,6.789846655,8.265651591,7.696209156,13.90026945,0.553673379,-0.852892937
ENSG00000185347.18,TEDC1,-6.229906874,13.70535553,0.001052152,0.004692682,16.16247688,15.76695657,18.53149345,10.77199554,10.94646592,10.05274481,10.59040209,16.82030896,0.62961995,-0.66744684
ENSG00000008130.15,NADK,-6.234424885,23.90335747,0.001537607,0.006194905,25.53542494,28.55944588,26.96683892,21.6641982,20.63208694,20.06214994,20.78614503,27.02056991,0.769271155,-0.378435881
ENSG00000154640.15,BTG3,-6.236649526,34.23619171,0.001305285,0.005487075,36.02679906,37.52036242,38.51638793,29.91487786,31.44804219,31.99068078,31.11786694,37.35451647,0.833041621,-0.263539517
ENSG00000136859.10,ANGPTL2,-6.249846913,6.387400707,2.53E-05,0.000390748,8.80796085,9.838106657,9.890904986,3.519506598,3.280006176,2.987918978,3.262477251,9.512324164,0.342973725,-1.543830039
ENSG00000120742.11,SERP1,-6.26450002,24.68268435,0.000547791,0.002909644,27.50024703,27.11246857,28.83208748,20.64118651,21.37256677,22.63754975,21.55043434,27.81493436,0.774779263,-0.368142754
ENSG00000272391.6,POM121C,-6.264845415,17.18009525,0.000175487,0.001318922,21.07880764,20.45498511,19.40376112,13.34723627,14.3678412,14.42794016,14.04767254,20.31251796,0.691577114,-0.532037968
ENSG00000112294.14,ALDH5A1,-6.266693729,9.948078597,0.000485007,0.002664394,13.22951019,12.08090252,13.93386367,5.92399613,6.745906799,7.774292269,6.814731733,13.08142546,0.520947182,-0.940790987
ENSG00000078900.15,TP73,-6.275148539,3.809100424,2.06E-07,3.60E-05,6.958771903,7.127388538,6.753863639,0.669288986,0.669234716,0.676054761,0.671526154,6.946674693,0.09666872,-3.370807044
ENSG00000157350.13,ST3GAL2,-6.278434236,15.09972709,2.54E-07,3.89E-05,18.22211371,18.12743136,18.36728756,12.12587685,11.80412923,11.95152385,11.96050998,18.23894421,0.655767671,-0.608743314
ENSG00000170324.21,FRMPD2,-6.335525909,6.440595359,1.90E-05,0.000334872,9.338711531,9.505814564,9.980548847,3.684603481,3.469386935,2.664506798,3.272832405,9.608358314,0.340623476,-1.553750226
ENSG00000125814.17,NAPB,-6.353982168,11.61232741,0.000264206,0.00175079,13.91626558,14.49772942,15.95396048,7.927257855,8.460236859,8.91851426,8.435336325,14.78931849,0.570366804,-0.810038077
ENSG00000110436.13,SLC1A2,-6.355757237,8.777246277,2.40E-05,0.000381171,11.2463503,12.39043115,12.22859324,5.321582575,5.826347974,5.650172427,5.599367659,11.9551249,0.468365467,-1.094293385
ENSG00000176105.14,YES1,-6.363486135,22.06908767,8.40E-05,0.000817465,25.06493721,24.54490445,26.14265055,18.63383368,18.71798858,19.31021154,18.8873446,25.25083074,0.747989038,-0.418910967
ENSG00000065029.15,ZNF76,-6.37214169,16.70632029,0.00015217,0.001200876,20.08227615,20.22097856,19.37391869,14.58099093,12.94012743,13.03962996,13.52024944,19.89239113,0.679669395,-0.557094935
ENSG00000100034.14,PPM1F,-6.379276125,20.1916748,0.00162749,0.006449038,22.73697167,24.97242596,22.43454095,18.28748366,16.25341346,16.46521308,17.00203673,23.38131286,0.727163476,-0.459648357
ENSG00000132793.12,LPIN3,-6.385783886,6.425927193,9.92E-06,0.000235223,9.765142403,9.064034739,10.02728027,3.080688349,3.495270937,3.123146464,3.23303525,9.618819136,0.336115609,-1.572970554
ENSG00000173638.19,SLC19A1,-6.395997662,8.390083066,0.000183601,0.001364405,11.0864003,12.72838125,10.94946414,5.676509384,4.936535172,4.963208149,5.192084235,11.5880819,0.448053809,-1.158256091
ENSG00000164107.9,HAND2,-6.397483672,12.04603857,0.002336902,0.008505569,14.60747812,16.14619718,14.98066592,10.64628742,7.09694943,8.798653359,8.847296735,15.24478041,0.580349241,-0.785006753
ENSG00000174446.13,SNAPC5,-6.408983918,15.4870346,0.000383725,0.002270088,17.42173251,19.80433576,18.84851141,12.10285849,11.96387324,12.7808962,12.28254264,18.69152656,0.657118219,-0.605775153
ENSG00000152990.14,ADGRA3,-6.415986797,9.799327893,1.00E-04,0.000909056,13.10324665,12.05199562,13.8667216,6.522561445,6.408585262,6.842856776,6.591334494,13.00732129,0.506740346,-0.980681395
ENSG00000138435.16,CHRNA1,-6.419125828,4.139679927,3.26E-05,0.00045862,6.85752014,8.101679026,7.088529358,1.267590547,0.694100442,0.82866005,0.930117013,7.349242841,0.12655957,-2.982111493
ENSG00000158234.12,FAIM,-6.448310551,6.44271667,0.000276234,0.001800621,8.962534602,9.765814673,10.27226656,3.735757781,3.843586449,2.076339955,3.218561395,9.666871946,0.332947557,-1.586633142
ENSG00000168884.15,TNIP2,-6.467200581,13.10904511,0.001558364,0.006252355,17.31600531,14.70269653,17.00923436,8.948759197,11.05247851,9.625096755,9.875444819,16.3426454,0.604274558,-0.726723895
ENSG00000149948.14,HMGA2,-6.475874086,5.532997718,5.80E-05,0.000649061,8.500833429,8.111376154,9.700594702,2.369427975,2.158637104,2.357116946,2.295060675,8.770934761,0.2616666,-1.934198311
ENSG00000110900.16,TSPAN11,-6.483061647,3.568803128,1.65E-06,9.22E-05,6.546375172,7.210225766,6.674400917,0.242914965,0.372439411,0.366462537,0.327272304,6.810333952,0.048055251,-4.379162121
ENSG00000131724.11,IL13RA1,-6.487900824,11.61333345,2.44E-05,0.000384939,14.79669264,14.27378723,15.50137171,8.020702354,8.502940998,8.584505757,8.369383036,14.85728386,0.563318512,-0.827977212
ENSG00000134986.14,NREP,-6.496775221,6.701611257,6.44E-07,5.95E-05,9.965820726,9.72278121,10.16139467,3.265445742,3.484556516,3.609668682,3.453223647,9.949998868,0.347057692,-1.526752589
ENSG00000138172.11,CALHM2,-6.516751592,9.540610619,0.000405673,0.002360886,12.16148476,13.807835,12.42763949,7.370265789,5.982436506,5.494002174,6.282234823,12.79898641,0.490838463,-1.026679788
ENSG00000138031.15,ADCY3,-6.523246932,9.478042279,3.67E-06,0.000140805,12.75733662,13.11859116,12.34306945,6.216420581,6.427932269,6.004903589,6.216418813,12.73966574,0.487957764,-1.035171816
ENSG00000140367.12,UBE2Q2,-6.524623913,10.58058472,0.000302541,0.00191492,13.95261557,12.88155718,14.69451729,6.364996909,7.755393814,7.834427574,7.318272765,13.84289668,0.528666285,-0.91957077
ENSG00000085840.13,ORC1,-6.533053386,11.10013929,0.000643195,0.003273188,14.91838307,12.85834408,15.3232708,8.478381954,7.208609299,7.813846549,7.833612601,14.36666599,0.545263084,-0.874975611
ENSG00000074657.14,ZNF532,-6.533852168,6.642360561,8.52E-06,0.000215758,9.291508456,10.16624085,10.27011063,3.400791865,3.300269677,3.425241889,3.375434477,9.909286644,0.340633448,-1.55370799
ENSG00000136144.12,RCBTB1,-6.536264166,37.16653393,0.001410662,0.005818213,39.97648898,38.99034153,42.33716752,33.74872394,33.60216194,34.34431965,33.89840185,40.43466601,0.83834999,-0.254375436
ENSG00000133226.17,SRRM1,-6.54701222,46.23170594,1.62E-05,0.000306032,49.17982166,49.22460605,50.11120845,43.23712227,43.07153907,42.56593816,42.95819983,49.50521205,0.867751052,-0.204646886
ENSG00000165821.12,SALL2,-6.554594327,19.95076357,0.000211837,0.001502517,23.81171914,22.42921089,23.44325218,17.65638195,16.42765457,15.93636271,16.67346641,23.22806074,0.717815688,-0.47831464
ENSG00000136738.15,STAM,-6.554610707,12.79933787,0.000498261,0.002718161,15.10994699,15.83032037,17.28966231,8.946864276,9.14494189,10.47429138,9.522032516,16.07664322,0.592289845,-0.755624745
ENSG00000137497.18,NUMA1,-6.565570796,26.1604277,0.001115194,0.004896491,30.67546631,28.51925387,29.13491911,21.68327394,22.76298429,24.18666868,22.8776423,29.4432131,0.777009025,-0.363996739
ENSG00000049656.14,CLPTM1L,-6.56652837,38.86410696,0.00026413,0.00175079,41.96379282,41.66201921,42.8163014,36.4197021,35.90626152,34.4165647,35.58084277,42.14737114,0.844200761,-0.244341966
ENSG00000130227.17,XPO7,-6.574297128,21.92189759,0.000214442,0.00151564,25.1871689,24.43086586,26.0091037,17.76185037,19.41506032,18.72733639,18.63474903,25.20904615,0.739208811,-0.435946142
ENSG00000119537.18,KDSR,-6.579922295,10.74963106,0.000308065,0.001940018,14.00702694,12.94882651,15.16292317,8.075694273,6.946999582,7.356315879,7.459669912,14.03959221,0.531330953,-0.912317334
ENSG00000160310.18,PRMT2,-6.581703465,16.17218583,0.001230611,0.005256102,19.20019631,18.44757527,20.7413411,14.10169495,12.9598636,11.58244373,12.88133409,19.46303756,0.661835752,-0.595454868
ENSG00000168071.22,CCDC88B,-6.591140138,9.718025966,0.002326477,0.008476366,14.28813064,13.31886181,11.43379566,5.761013419,5.493594133,8.012760139,6.422455897,13.01359603,0.493518923,-1.018822692
ENSG00000143036.17,SLC44A3,-6.614241446,5.377143629,1.60E-05,0.000303432,8.732105979,8.061533561,9.259153516,2.015670471,1.894143163,2.300255083,2.070022906,8.684264352,0.238364797,-2.068756911
ENSG00000172687.13,ZNF738,-6.637530758,8.246173516,4.04E-05,0.000517641,11.06496331,11.69271723,11.93713614,4.900806143,5.589653237,4.291765029,4.927408137,11.56493889,0.426064347,-1.230856763
ENSG00000109390.13,NDUFC1,-6.674500411,17.09541801,0.000347485,0.002116502,20.20300745,20.1373753,20.9576219,15.15528708,12.92645714,13.19275919,13.7581678,20.43266822,0.673341712,-0.570589255
ENSG00000105486.14,LIG1,-6.680205849,14.88882557,2.16E-05,0.000357295,17.86448338,18.98223724,17.84006488,11.47877693,11.37189681,11.79549421,11.54872265,18.2289285,0.633538206,-0.658496471
ENSG00000126804.13,ZBTB1,-6.692213668,10.22785347,0.000895883,0.004154772,13.21605615,12.25791643,15.24790833,6.254782831,7.099008987,7.291448092,6.881746637,13.5739603,0.506981491,-0.979995016
ENSG00000148468.17,FAM171A1,-6.699627083,6.752302698,4.31E-06,0.000153061,10.05537158,10.10953995,10.14143718,3.127027866,3.133892167,3.946547436,3.402489156,10.10211624,0.336809543,-1.569995078
ENSG00000125755.19,SYMPK,-6.711936555,34.01105991,0.00109544,0.00484189,38.88376747,37.21477682,36.00254027,30.06762143,30.19937259,31.69828087,30.65509163,37.36702819,0.820378101,-0.285639113
ENSG00000060749.16,QSER1,-6.713735288,17.96723768,0.000864383,0.004053316,20.32217669,21.11099786,22.53914141,13.81088532,14.07950004,15.94072474,14.61037003,21.32410532,0.685157469,-0.545492495
ENSG00000101997.13,CCDC22,-6.71401661,12.22942523,0.001505055,0.006093905,13.61591786,16.6860782,16.45730455,9.546085245,8.186317729,8.884847802,8.872416925,15.58643354,0.569239711,-0.812891784
ENSG00000110931.19,CAMKK2,-6.723719897,12.58665121,7.13E-05,0.000736225,15.63175703,15.50180555,16.71197091,9.317736352,8.559306795,9.79733065,9.224791266,15.94851116,0.57841081,-0.789833579
ENSG00000137713.16,PPP2R1B,-6.728654081,12.3316977,0.000527899,0.002831687,16.39347785,15.80877718,14.8858192,7.709913777,9.031174626,10.16102357,8.967370659,15.69602474,0.571314763,-0.807642284
ENSG00000112242.15,E2F3,-6.737787908,13.69811983,1.43E-05,0.000287198,16.903707,16.79013694,17.50719741,9.811319467,10.36733742,10.80902074,10.32922587,17.06701378,0.605215769,-0.724478517
ENSG00000149639.15,SOGA1,-6.740593656,8.164200607,7.91E-07,6.57E-05,11.44574454,11.51840145,11.63934632,4.72380897,5.11751616,4.540386208,4.793903779,11.53449743,0.415614448,-1.266682289
ENSG00000163902.12,RPN1,-6.744788988,40.68943357,0.000351668,0.002136446,43.34628352,43.69764701,45.14155366,36.2651169,37.85213325,37.83386707,37.31703907,44.06182806,0.84692444,-0.239694832
ENSG00000134690.11,CDCA8,-6.763341081,50.0089559,0.002064553,0.007733161,53.19774807,54.20248141,52.77164983,45.20396823,48.73157645,45.9463114,46.62728536,53.39062644,0.873323436,-0.195412038
ENSG00000197122.12,SRC,-6.77735845,9.971123278,4.29E-05,0.000533997,14.10948545,13.09007586,12.87984621,6.746208477,6.966548795,6.034574888,6.582444053,13.3598025,0.492705192,-1.021203421
ENSG00000139620.13,KANSL2,-6.794079349,13.06259098,4.95E-05,0.000587041,16.76713179,16.47643964,16.13532053,8.808680075,10.35425314,9.8337207,9.665551305,16.45963065,0.587227715,-0.768008034
ENSG00000138376.11,BARD1,-6.819307965,8.478050915,2.90E-06,0.000127797,11.46131446,12.06361194,12.1381883,4.810287481,5.131523102,5.263380214,5.068396932,11.8877049,0.426356221,-1.229868789
ENSG00000134262.13,AP4B1,-6.821477796,23.11505427,0.002146585,0.007958369,24.82233281,27.34386527,27.41118142,21.23740575,18.4853677,19.39017266,19.70431537,26.52579317,0.742836048,-0.428884267
ENSG00000156171.15,DRAM2,-6.821510919,13.47895604,0.002619842,0.009294116,15.56499563,15.94896388,19.155175,9.300793467,9.965837565,10.93797072,10.06820058,16.8897115,0.59611442,-0.746338821
ENSG00000111300.10,NAA25,-6.825097121,14.07102481,0.000791773,0.003791769,17.05530189,16.17052569,19.22489254,10.26193543,10.84533377,10.86815956,10.65847625,17.48357337,0.609628022,-0.713998876
ENSG00000144554.12,FANCD2,-6.825418517,10.34671017,0.000491942,0.002689235,12.27932888,14.06022712,14.93870227,6.739515988,7.49025175,6.572234991,6.93400091,13.75941943,0.503945748,-0.988659666
ENSG00000126778.12,SIX1,-6.850786249,11.84643978,1.82E-05,0.00032554,15.30657552,15.18224229,15.3266809,7.713151743,9.058116007,8.491872209,8.421046653,15.2718329,0.551410345,-0.85880176
ENSG00000141905.19,NFIC,-6.855092679,5.104370126,1.69E-05,0.000313814,8.880018604,8.934073121,7.781657671,1.856126719,1.579676929,1.594667711,1.676823786,8.531916465,0.19653542,-2.347138753
ENSG00000085999.13,RAD54L,-6.862911375,9.212762646,3.59E-05,0.000481952,12.85365821,13.26438841,11.81460838,5.47582829,6.005178401,5.862914183,5.781306958,12.64421833,0.457229289,-1.129010273
ENSG00000176946.12,THAP4,-6.870785309,11.3991344,0.000480731,0.002649148,15.89487546,14.35189286,14.25681284,7.755191727,6.971413577,9.164619934,7.963741746,14.83452706,0.536838264,-0.89744059
ENSG00000101190.13,TCFL5,-6.870981723,13.64135667,0.000834705,0.003948782,16.73486432,17.2972208,17.19845747,12.04860794,9.057167225,9.511822247,10.20586581,17.07684753,0.597643434,-0.742643093
ENSG00000168259.17,DNAJC7,-6.88209788,33.72323805,0.000227364,0.001576725,37.34194093,35.98298317,38.16793688,30.55132807,29.69124414,30.60399514,30.28218911,37.16428699,0.814819591,-0.295447428
ENSG00000165661.17,QSOX2,-6.894696045,24.16690763,0.000379483,0.002253692,29.02527937,27.4095051,26.4079825,20.35520348,21.08957032,20.71390503,20.71955961,27.61425566,0.750321134,-0.414419901
ENSG00000099364.18,FBXL19,-6.9004388,12.64845921,0.000181949,0.001354988,15.33275179,17.29716219,15.66612187,9.4648938,8.634437917,9.495387728,9.198239815,16.09867861,0.571366137,-0.807512559
ENSG00000111305.19,GSG1,-6.947174452,10.80964215,0.001035158,0.004633479,13.64390711,13.56201695,15.64376408,5.921293359,8.430110253,7.656761169,7.336054927,14.28322938,0.513613185,-0.961245858
ENSG00000011260.14,UTP18,-6.949400239,21.03824702,0.001689035,0.006613881,22.60836474,25.3355891,25.59488758,16.99855792,18.7728747,16.91920808,17.5635469,24.51294714,0.716500827,-0.480959725
ENSG00000100425.18,BRD1,-6.952881357,8.191768664,2.64E-05,0.000401339,11.24241581,11.30522477,12.45698745,4.984504893,4.371939398,4.789539664,4.715327985,11.66820934,0.404117534,-1.307153146
ENSG00000080503.24,SMARCA2,-6.97034514,9.360810408,1.33E-05,0.000276814,12.39996153,12.63779964,13.50018777,5.570528008,6.125562066,5.930823441,5.875637838,12.84598298,0.457391065,-1.128499911
ENSG00000115325.14,DOK1,-6.9815986,15.41048891,0.001696441,0.006639012,18.62810394,19.05978801,19.01597268,10.85367769,10.72903763,14.17635351,11.91968961,18.90128821,0.630628425,-0.665137896
ENSG00000157193.18,LRP8,-6.992060072,11.28514053,0.000170285,0.001292711,14.75606478,13.66113363,15.92631328,7.52292746,7.870153935,7.974250079,7.789110491,14.78117056,0.526961681,-0.924230037
ENSG00000059573.9,ALDH18A1,-6.998231318,27.93835312,0.000661193,0.003340996,30.71044379,31.93445586,31.66750668,22.83126041,24.85655831,25.62989365,24.43923746,31.43746878,0.777392023,-0.36328579
ENSG00000120800.5,UTP20,-7.003719612,10.91555903,0.000248952,0.001680746,13.59628283,13.80025449,15.85571919,7.544768139,7.501482344,7.194847191,7.413699224,14.41741884,0.514218204,-0.95954741
ENSG00000051180.17,RAD51,-7.004091253,6.208348827,0.000153294,0.001206966,8.455464329,10.12608171,10.54963732,2.722584877,2.931942937,2.464381788,2.706303201,9.710394453,0.278701675,-1.843206421
ENSG00000103245.14,CIAO3,-7.01199436,27.86661462,0.00033789,0.002076366,30.25878841,32.71909059,31.13995641,23.78393651,24.84833987,24.44957594,24.36061744,31.3726118,0.776493127,-0.36495494
ENSG00000092148.13,HECTD1,-7.029451195,20.75304571,0.000101105,0.000915172,23.48543538,23.95464024,25.3632383,16.93686379,17.1789334,17.59916315,17.23832011,24.26777131,0.710337999,-0.493422431
ENSG00000060688.13,SNRNP40,-7.032151845,18.32777501,0.000201977,0.001454016,21.61045458,21.23422692,22.6868713,13.80489382,14.94645655,15.6837469,14.81169909,21.84385093,0.678071789,-0.560490071
ENSG00000197448.14,GSTK1,-7.055136755,10.54174998,0.000516923,0.002794763,13.08176451,15.6634712,13.46271936,6.642674105,7.673334587,6.726536118,7.014181603,14.06931836,0.498544523,-1.004205745
ENSG00000170846.17,AC093323.1,-7.059945014,19.28461078,0.001369913,0.005688135,21.85851654,21.9771508,24.60808251,14.76444795,16.90787113,15.59159573,15.75463827,22.81458328,0.690551218,-0.534179673
ENSG00000150990.9,DHX37,-7.062140126,13.87372569,7.43E-05,0.000756197,18.24556165,17.41571813,16.55310749,10.13069148,10.0166764,10.88059901,10.34265563,17.40479576,0.594241712,-0.750878218
ENSG00000159593.15,NAE1,-7.069005224,14.15053156,0.000983484,0.004449213,17.66447799,16.16217595,19.22844856,11.59102535,10.02628887,10.23077262,10.61602894,17.68503417,0.600283202,-0.736284797
ENSG00000171700.14,RGS19,-7.087885382,10.90812493,0.000777366,0.003742245,16.05430314,12.74849837,14.55340134,7.511702856,7.403792418,7.177051435,7.364182236,14.45206762,0.509559077,-0.972678676
ENSG00000196498.13,NCOR2,-7.096482221,13.2484443,0.000433242,0.002465091,16.73540205,18.08854167,15.56611252,10.5350225,9.312191385,9.253395681,9.70020319,16.79668541,0.577506987,-0.792089693
ENSG00000087245.13,MMP2,-7.106005342,11.74532173,4.96E-05,0.000587041,14.52439154,16.2420159,15.12856576,8.367746986,8.185990126,8.023220055,8.192319056,15.2983244,0.535504336,-0.901029837
ENSG00000148672.9,GLUD1,-7.109634433,29.7373448,0.002661128,0.009395033,32.2106494,32.30636629,35.35947038,25.74761508,27.68371458,25.1162531,26.18252759,33.29216202,0.7864472,-0.346578186
ENSG00000165102.15,HGSNAT,-7.110385938,8.55993262,1.72E-05,0.000316639,12.09830125,11.54293956,12.70413595,5.113061785,5.325999382,4.575157784,5.004739651,12.11512559,0.413098454,-1.275442434
ENSG00000173821.19,RNF213,-7.131350098,13.28001956,4.59E-05,0.000557414,15.96075945,17.05767175,17.51865263,9.358023352,10.07053527,9.714474906,9.71434451,16.84569461,0.576666308,-0.794191361
ENSG00000151502.11,VPS26B,-7.148268913,19.07916303,0.000970252,0.00440193,21.05356439,23.72394519,23.18238287,14.32607767,16.39290021,15.79610783,15.50502857,22.65329748,0.684449078,-0.546984884
ENSG00000198157.11,HMGN5,-7.15536747,8.122818356,0.000274602,0.001795517,11.46067773,10.57133077,13.06949777,4.140830685,4.888544335,4.606028844,4.545134621,11.70050209,0.388456374,-1.364175509
ENSG00000101811.14,CSTF2,-7.164841367,21.39299379,0.002295169,0.00839408,26.14684742,23.56067758,25.21871842,16.68591183,16.93770386,19.80810362,17.8105731,24.97541447,0.713124226,-0.48777468
ENSG00000214026.11,MRPL23,-7.170332573,12.81229631,0.000175367,0.001318922,16.5527538,15.46918158,17.1704524,10.00373329,9.322984933,8.354671848,9.227130024,16.3974626,0.562716943,-0.829518693
ENSG00000134779.15,TPGS2,-7.176962035,26.76117517,0.000314272,0.001970319,29.67166456,31.11740462,30.25989939,21.91086391,23.4216327,24.18558586,23.17269416,30.34965619,0.763524108,-0.389254385
ENSG00000097007.19,ABL1,-7.190527103,10.11061832,3.27E-05,0.00045862,13.75725141,14.32605326,13.03434093,6.859781763,5.942803254,6.743479273,6.515354763,13.70588187,0.475369249,-1.072879516
