Geneid,GeneSymbol,logFC,AveExpr,P.Value,adj.P.Val,DMSO1_S1,DMSO2_S2,DMSO3_S3,JOI1_S4,JOI2_S5,JOI3_S6,AvgCase,AvgControl,FoldChange,log2FC_Actual
ENSG00000131845.15,ZNF304,-6.143491376,24.5631566,0.001059279,0.007026018,28.70046269,26.53947153,27.66477264,22.52085644,21.5760944,20.3772819,21.49141091,27.63490229,0.777690859,-0.362731313
ENSG00000100422.14,CERK,-6.152894151,17.72260389,0.000644707,0.005119934,20.33105018,21.94984442,20.11625829,14.03832816,14.20016953,15.69997274,14.64615681,20.79905096,0.704174284,-0.505995554
ENSG00000177469.13,CAVIN1,-6.170588299,7.699654236,6.79E-05,0.001274185,10.8336456,10.9157981,10.60540146,4.762498759,5.325291054,3.755290448,4.614360087,10.78494839,0.427851847,-1.224816776
ENSG00000127946.17,HIP1,-6.178279028,6.710958181,1.02E-06,0.000170549,9.906291109,9.508593738,9.985408237,3.439030538,3.652943814,3.773481649,3.621818667,9.800097695,0.369569649,-1.436081814
ENSG00000111199.12,TRPV4,-6.185569427,11.02049462,3.76E-06,0.000277387,14.01652809,14.49563301,13.82767691,8.109119508,8.015570524,7.658439691,7.927709908,14.11327933,0.561719904,-0.832077172
ENSG00000136717.15,BIN1,-6.186356613,8.148216278,0.000137079,0.001873617,11.69986261,11.84099,10.18333114,4.819878262,5.011089716,5.334145938,5.055037972,11.24139458,0.449680681,-1.15302719
ENSG00000067057.18,PFKP,-6.192291101,14.35822978,1.55E-05,0.000571235,17.51173053,17.84911818,17.00227726,10.80618747,11.48662282,11.49344239,11.26208423,17.45437533,0.645229864,-0.63211488
ENSG00000165891.16,E2F7,-6.1935289,10.49333526,0.000591388,0.004830579,12.25289757,14.74906993,13.76833163,6.926802039,7.850259028,7.412651358,7.396570808,13.59009971,0.544261703,-0.877627571
ENSG00000196154.12,S100A4,-6.19763859,5.615546246,0.001511791,0.008980817,9.685427712,6.793256474,9.664412437,2.382709373,2.717563611,2.449907867,2.516726951,8.714365541,0.288802086,-1.79184693
ENSG00000157193.18,LRP8,-6.202817273,11.67976193,0.000428322,0.003890191,14.75606478,13.66113363,15.92631328,8.033626225,9.059681556,8.641752091,8.578353291,14.78117056,0.58035683,-0.784987887
ENSG00000157851.17,DPYSL5,-6.227714348,10.10012402,2.44E-05,0.000702541,13.14890534,13.78608548,12.70695277,7.10162575,6.587717978,7.269456816,6.986266848,13.2139812,0.528702648,-0.919471543
ENSG00000151503.13,NCAPD3,-6.239872464,31.69996564,0.0015647,0.009202173,33.95515373,33.92186079,36.58269108,28.57575109,29.32659879,27.83773833,28.5800294,34.81990187,0.820795806,-0.284904736
ENSG00000110400.11,NECTIN1,-6.241258166,11.6605022,0.00023307,0.002613478,15.02878185,15.69218722,13.62242476,8.834524556,8.442125371,8.342969412,8.539873113,14.78113128,0.577755041,-0.791470152
ENSG00000174233.12,ADCY6,-6.247030054,19.9076282,0.000351489,0.003402708,21.9289959,23.95397296,23.21046083,17.14299868,16.06764233,17.14169852,16.78411317,23.03114323,0.728757275,-0.456489715
ENSG00000173714.8,WFIKKN2,-6.250976333,3.125488166,2.80E-05,0.00076205,5.985198004,5.752752497,7.014978498,0,0,0,0,6.250976333,0,#NAME?
ENSG00000278259.5,MYO19,-6.261552474,16.318713,7.91E-05,0.001382404,18.54259418,19.97300306,19.83287048,12.84559498,13.49176526,13.22645006,13.18793677,19.44948924,0.678060827,-0.560513395
ENSG00000135439.11,AGAP2,-6.263837291,5.174048435,0.000175508,0.002188993,8.633103997,7.227135713,9.057661534,1.689927265,2.409276648,2.027185456,2.04212979,8.305967081,0.245862977,-2.024073593
ENSG00000154330.13,PGM5,-6.294864095,11.73594335,1.32E-06,0.000185501,15.1106811,14.59062189,14.9488232,8.625179006,8.372651656,8.767703241,8.588511301,14.8833754,0.577054,-0.793221765
ENSG00000091436.17,MAP3K20,-6.299807532,10.59173126,9.54E-05,0.001527769,13.1155277,13.37646915,14.73290825,7.194011553,7.606619738,7.524851202,7.441827498,13.74163503,0.541553278,-0.884824817
ENSG00000142002.18,DPP9,-6.305295078,14.82596144,0.00074442,0.00561084,19.33983495,18.11157275,16.48441924,11.55250255,11.83154105,11.63589811,11.6733139,17.97860898,0.649289048,-0.623067221
ENSG00000142230.13,SAE1,-6.3055357,20.32989354,0.000244912,0.002704886,23.83727144,22.62701259,23.98370015,17.84179768,16.25204247,17.43753693,17.17712569,23.48266139,0.731481215,-0.451107279
ENSG00000114739.14,ACVR2B,-6.321290501,12.0808678,0.000146529,0.001953037,14.74884041,14.91307253,16.06262623,9.355865903,8.130051971,9.274749786,8.920222553,15.24151305,0.585258335,-0.772854519
ENSG00000108821.14,COL1A1,-6.323609086,5.600523146,1.51E-05,0.000565382,8.669410691,9.268979725,8.348592651,2.659958239,2.022517112,2.633680458,2.438718603,8.762327689,0.27831858,-1.84519087
ENSG00000075407.18,ZNF37A,-6.328025031,6.816102293,0.000553678,0.0046097,10.80330379,8.513785853,10.62325479,3.472300739,3.326635856,4.157332736,3.652089777,9.980114809,0.36593665,-1.450334181
ENSG00000110900.16,TSPAN11,-6.331788433,3.644439735,1.87E-06,0.000205845,6.546375172,7.210225766,6.674400917,0.443029453,0.410548637,0.582058465,0.478545519,6.810333952,0.070267555,-3.83099748
ENSG00000143845.15,ETNK2,-6.335068173,6.054443774,0.000311307,0.003122232,9.603852006,10.12071002,7.94137155,2.592898338,2.851673945,3.216156779,2.886909687,9.22197786,0.313046695,-1.675550227
ENSG00000085840.13,ORC1,-6.340927352,11.19620231,0.000687848,0.00531307,14.91838307,12.85834408,15.3232708,7.74902789,8.627608621,7.700579392,8.025738634,14.36666599,0.558636126,-0.840019221
ENSG00000141279.17,NPEPPS,-6.351495995,33.98815714,0.001459421,0.008795184,35.80951662,36.63350347,39.04869534,30.8874197,30.5441658,31.00564195,30.81240915,37.16390514,0.829095033,-0.270390619
ENSG00000146122.17,DAAM2,-6.357778085,9.849226204,5.33E-05,0.001107052,13.62216463,12.58099071,12.8811904,7.11100543,6.889861377,6.010144678,6.670337162,13.02811525,0.51199556,-0.965796795
ENSG00000100139.14,MICALL1,-6.381907499,6.164026116,5.65E-05,0.001143008,9.281893462,9.937219779,8.845826354,3.607433274,2.444790888,2.866992937,2.973072366,9.354979865,0.317806389,-1.653779969
ENSG00000173638.19,SLC19A1,-6.386790105,8.394686845,0.000274217,0.002890932,11.0864003,12.72838125,10.94946414,4.797235384,5.888020434,4.91861956,5.201291793,11.5880819,0.448848381,-1.155699905
ENSG00000164007.11,CLDN19,-6.399871914,4.819217385,0.000651162,0.005160051,6.91504027,9.28215692,7.860262838,2.441761441,0.928304856,1.487777988,1.619281428,8.019153342,0.201926732,-2.30809618
ENSG00000087245.13,MMP2,-6.409069303,12.09378975,8.56E-05,0.001442543,14.52439154,16.2420159,15.12856576,8.786067698,9.092614025,8.789083564,8.889255096,15.2983244,0.581060701,-0.783239212
ENSG00000087266.17,SH3BP2,-6.411581593,9.533220358,5.87E-06,0.000359164,12.58750895,13.11114436,12.51838016,6.513679905,6.55235662,5.916252159,6.327429561,12.73901115,0.496697074,-1.009561848
ENSG00000135722.9,FBXL8,-6.412723562,11.6528714,0.000262223,0.00281412,15.46165399,15.52461921,13.59142633,8.796096004,8.121350103,8.422082738,8.446509615,14.85923318,0.568435094,-0.814932467
ENSG00000112242.15,E2F3,-6.429934275,13.85204665,1.35E-05,0.000525713,16.903707,16.79013694,17.50719741,11.08698261,10.20777508,10.61648084,10.63707951,17.06701378,0.623253701,-0.68210855
ENSG00000138614.15,INTS14,-6.447737996,22.25033467,0.000463488,0.004102408,26.19112002,24.3478438,25.88364719,18.45338364,18.59468492,20.03132846,19.02646567,25.47420367,0.74689148,-0.421029454
ENSG00000080166.16,DCT,-6.461823038,4.481360054,3.32E-06,0.000256459,7.289678554,7.968539071,7.878597095,1.495668112,1.137241294,1.1184362,1.250448535,7.712271573,0.162137513,-2.624710172
ENSG00000136026.14,CKAP4,-6.471520004,17.89447918,2.87E-05,0.000773366,21.1160485,21.55365295,20.7210161,14.66125764,15.2197314,14.09516849,14.65871918,21.13023918,0.693731815,-0.527550046
ENSG00000134779.15,TPGS2,-6.493709256,27.10280156,9.22E-05,0.001496648,29.67166456,31.11740462,30.25989939,23.6623324,23.42087169,24.48463671,23.85594694,30.34965619,0.78603681,-0.34733122
ENSG00000189007.16,ADAT2,-6.496013116,5.333548699,8.95E-05,0.001476885,7.78379325,8.748048694,9.212823828,1.464437603,2.306525288,2.485663533,2.085542141,8.581555257,0.243026127,-2.040816671
ENSG00000101400.6,SNTA1,-6.497526709,10.2681221,0.000156564,0.002027105,12.68658498,14.59483607,13.26923531,7.108834408,7.303276699,6.645965116,7.019358741,13.51688545,0.519302969,-0.945351622
ENSG00000142627.13,EPHA2,-6.501686068,4.735649725,0.000184366,0.002265856,8.98744761,8.08880546,6.883225207,1.714517563,1.39676244,1.343140069,1.48480669,7.986492759,0.185914736,-2.427286971
ENSG00000158008.10,EXTL1,-6.502362042,5.4794393,3.07E-05,0.000802143,9.269639029,8.90963658,8.012585355,2.109389716,2.004860797,2.570524323,2.228258279,8.730620321,0.255223363,-1.970167697
ENSG00000120334.15,CENPL,-6.505183652,15.75331718,4.05E-06,0.00029305,18.92930923,18.85442862,19.23398915,12.58294138,12.85452609,12.06470858,12.50072535,19.005909,0.65772836,-0.604436218
ENSG00000138031.15,ADCY3,-6.526970929,9.47618028,6.96E-06,0.000388949,12.75733662,13.11859116,12.34306945,6.594337792,6.051942559,5.991804096,6.212694816,12.73966574,0.487665449,-1.036036333
ENSG00000175414.7,ARL10,-6.549168396,10.38091935,1.84E-06,0.000204185,13.66070977,13.50241966,13.80338123,6.783408991,7.066606628,7.46898985,7.106335156,13.65550355,0.520400813,-0.942304878
ENSG00000120942.14,UBIAD1,-6.56601282,22.29858458,0.000231274,0.00260039,24.96050018,26.26272993,25.52154285,20.06701735,18.71702316,18.26269399,19.01557817,25.58159099,0.743330553,-0.427924187
ENSG00000149639.15,SOGA1,-6.576937293,8.246028788,1.19E-06,0.000176075,11.44574454,11.51840145,11.63934632,4.717137413,5.328576835,4.826966177,4.957560142,11.53449743,0.429802873,-1.218252967
ENSG00000156802.13,ATAD2,-6.577240152,17.97005582,0.000391944,0.003652725,21.43104567,19.92047261,22.4245094,14.90029767,14.78964459,14.35436497,14.68143574,21.25867589,0.690609134,-0.53405868
ENSG00000101335.10,MYL9,-6.602414447,7.904412001,0.000145211,0.001940909,11.49844491,10.57764169,11.54077108,4.491135399,3.786045938,5.532432996,4.603204778,11.20561923,0.410794324,-1.283511846
ENSG00000070087.14,PFN2,-6.60578373,17.88183575,8.05E-05,0.001394728,20.91844763,21.3722274,21.2635078,13.77828016,14.45021773,15.50833375,14.57894388,21.18472761,0.688181795,-0.539138366
ENSG00000111331.14,OAS3,-6.617679126,3.75620326,4.56E-06,0.000320485,6.580341618,7.403841889,7.210944963,0.556472128,0.230791265,0.554827699,0.447363697,7.065042823,0.063320734,-3.981178211
ENSG00000169914.6,OTUD3,-6.628175667,15.56205955,0.000658324,0.005182972,19.06162762,18.91906326,18.64775126,10.62150553,12.69452054,13.42788907,12.24797171,18.87614738,0.64885972,-0.624021485
ENSG00000198093.11,ZNF649,-6.643612839,7.926435686,0.000313154,0.003136702,11.12874726,12.50093572,10.11504333,4.917371868,4.626958948,4.269556984,4.604629267,11.24824211,0.409364345,-1.288542642
ENSG00000177380.14,PPFIA3,-6.652032379,5.643074878,0.000146304,0.001951824,9.980969903,8.915551245,8.010752055,2.653917296,2.322958839,1.974299931,2.317058688,8.969091068,0.258338183,-1.952667203
ENSG00000178295.15,GEN1,-6.682471784,20.20656854,0.001568341,0.00921337,21.99877388,23.10331241,25.54132699,17.05590481,16.73703663,16.80305649,16.86533264,23.54780443,0.716216779,-0.481531777
ENSG00000165138.18,ANKS6,-6.704652453,15.23505866,6.13E-05,0.001211143,19.17563689,18.84980239,17.73671537,11.57505526,12.35765443,11.7154876,11.88273243,18.58738488,0.639290169,-0.645457186
ENSG00000133028.12,SCO1,-6.708745123,17.38426544,1.55E-06,0.000195635,20.83458316,20.60370228,20.77762858,14.32831454,14.11738729,13.64397681,14.02989288,20.73863801,0.67650985,-0.563817155
ENSG00000178966.17,RMI1,-6.747644937,23.57945958,0.000946217,0.006559693,27.14599407,25.46588349,28.24796858,20.36844423,20.94591603,19.30255106,20.20563711,26.95328205,0.749654052,-0.415703116
ENSG00000196218.13,RYR1,-6.752717732,5.123627238,2.50E-07,8.98E-05,8.379396488,8.676683896,8.443877929,1.704761244,1.944339992,1.59270388,1.747268372,8.499986104,0.205561321,-2.282359267
ENSG00000153012.12,LGI2,-6.762408167,7.205565886,0.000179018,0.002221238,10.69355377,9.49204162,11.57471452,4.176755921,3.866221028,3.430108458,3.824361802,10.58676997,0.361239718,-1.468971569
ENSG00000155755.19,TMEM237,-6.76991799,24.09981599,0.000708145,0.00541953,27.60249352,28.6624184,26.18941303,21.0204033,19.71026682,21.41390087,20.71485699,27.48477498,0.753684795,-0.407966808
ENSG00000048828.17,FAM120A,-6.783761118,41.02363067,0.000180248,0.002230394,44.44505198,43.54019403,45.26128766,37.646831,36.91426903,38.33415029,37.63175011,44.41551122,0.847265945,-0.239113212
ENSG00000124789.12,NUP153,-6.78627091,24.1216329,0.000214659,0.002487555,26.87363087,26.828044,28.84263019,20.76507713,20.5480352,20.87238001,20.72849745,27.51476836,0.753358966,-0.40859064
ENSG00000130816.17,DNMT1,-6.79414194,38.91784337,0.001440837,0.008715828,43.06710856,43.55223344,40.32540103,35.53107553,35.00352059,36.02772108,35.5207724,42.31491434,0.839438599,-0.252503293
ENSG00000172469.16,MANEA,-6.804471477,11.84784446,0.00134345,0.008282911,13.91133183,14.69531055,17.14359821,8.157633064,8.054266637,9.124926457,8.445608719,15.2500802,0.553807495,-0.852543515
ENSG00000141971.13,MVB12A,-6.81542281,8.119925492,0.000638803,0.005092145,10.97738705,12.99099417,10.61452948,5.551118076,4.590152529,3.995371656,4.712214087,11.5276369,0.408775374,-1.290619808
ENSG00000198933.9,TBKBP1,-6.816424387,8.933739925,0.00049774,0.004289032,11.49921848,13.87287309,11.65376478,4.973988687,5.673008556,5.929585949,5.525527731,12.34195212,0.447702898,-1.159386438
ENSG00000164054.15,SHISA5,-6.818379376,16.01496158,0.000186154,0.002280822,18.72470922,20.69601998,18.8517246,12.38411733,12.86767728,12.56552107,12.60577189,19.42415127,0.648974141,-0.6237671
ENSG00000132478.10,UNK,-6.818482388,17.58601179,1.29E-05,0.000518661,21.37116024,20.63126718,20.98333154,14.74127781,13.83959409,13.9494399,14.1767706,20.99525299,0.67523695,-0.566534241
ENSG00000069849.11,ATP1B3,-6.829333718,32.59420248,0.000827472,0.006014158,34.88299274,36.03473238,37.1088829,28.93879585,28.17131982,30.42849119,29.17953562,36.00886934,0.810343012,-0.303395377
ENSG00000283703.2,VSIG10L2,-6.829882385,20.50076396,0.00089024,0.006284817,24.14105912,23.46421285,24.14184349,18.67177881,17.0718546,15.5138349,17.08582277,23.91570515,0.714418524,-0.485158607
ENSG00000101417.12,PXMP4,-6.833092952,14.27059378,0.000944036,0.006548861,19.54578498,16.71875269,16.79688309,10.51101537,11.23103338,10.82009316,10.8540473,17.68714025,0.613668866,-0.704467704
ENSG00000204356.14,NELFE,-6.85393587,61.72998537,0.000199788,0.002377685,64.60661949,66.40655752,64.45768289,58.13646356,58.01834131,58.75424743,58.30301743,65.1569533,0.894808834,-0.160348595
ENSG00000114251.15,WNT5A,-6.860136581,7.571044413,0.000973762,0.006663376,9.699757748,10.78597643,12.51760393,3.130875317,4.642135046,4.649918005,4.140976122,11.0011127,0.376414299,-1.409606663
ENSG00000170364.12,SETMAR,-6.868027067,16.3953501,0.000334094,0.00328099,19.87457225,20.19593621,19.41758245,11.57904213,13.98314507,13.3218225,12.96133657,19.82936363,0.653643597,-0.613423883
ENSG00000163344.6,PMVK,-6.868806626,23.67500766,0.00101577,0.006846829,26.08707003,28.36231832,26.87884457,21.24758211,18.86891976,20.60531117,20.24060435,27.10941097,0.74662649,-0.4215414
ENSG00000108797.12,CNTNAP1,-6.885240912,5.328280297,0.000492259,0.00425873,10.26836925,8.565384967,7.478948043,1.669042685,2.157415285,1.830521551,1.88565984,8.770900753,0.214990443,-2.217655564
ENSG00000143376.14,SNX27,-6.886635876,16.23350991,0.000268171,0.002852943,18.74737996,19.33869737,20.94440621,13.07507869,13.08032274,12.21517447,12.79019197,19.67682785,0.650012902,-0.621459741
ENSG00000163743.13,RCHY1,-6.889265154,9.073641978,0.001302287,0.008108389,11.85424796,11.26752447,14.43305123,5.601747868,6.264931864,5.020348471,5.629009401,12.51827455,0.44966336,-1.153082761
ENSG00000188483.8,IER5L,-6.89232989,7.116903758,0.001179511,0.007568413,9.452637437,12.2654627,9.971105968,4.302065299,4.088880305,2.621270837,3.670738814,10.5630687,0.347506858,-1.524886646
ENSG00000169189.17,NSMCE1,-6.902747785,10.15226813,0.00014084,0.001902911,12.40487279,14.00402794,14.40202534,6.524489494,6.682081649,6.896111574,6.700894239,13.60364202,0.492580901,-1.021567405
ENSG00000167535.8,CACNB3,-6.951543013,6.516420413,2.08E-05,0.000655235,10.71024341,9.75248773,9.513844617,3.206858155,3.2186301,2.696458464,3.040648906,9.99219192,0.304302492,-1.716421944
ENSG00000103154.10,NECAB2,-6.952804813,4.488579032,3.06E-05,0.000801344,8.802716719,7.59337342,7.498854175,1.237893866,0.770106203,1.028529807,1.012176625,7.964981438,0.127078341,-2.976209937
ENSG00000114993.17,RTKN,-6.953216159,10.8034229,0.00094159,0.006534033,15.85468896,14.36072632,12.62467766,7.379748499,7.748857081,6.851838888,7.326814823,14.28003098,0.513081157,-0.962741051
ENSG00000100697.15,DICER1,-6.954500833,22.56160231,0.000548883,0.004584203,25.47996919,25.31361764,27.32297136,18.81300793,18.27695262,20.16309514,19.0843519,26.03885273,0.732918308,-0.448275691
ENSG00000154370.16,TRIM11,-6.957104455,31.33587853,0.001160798,0.007485965,35.02998209,36.0544574,33.35885277,27.89985598,28.95857916,26.71354375,27.8573263,34.81443075,0.800166072,-0.321628637
ENSG00000165118.15,C9orf64,-6.958618024,15.58246518,0.001358163,0.008337204,17.83124957,20.66536797,18.68870503,13.31745209,11.86642282,11.1255936,12.10315617,19.06177419,0.634943843,-0.655299094
ENSG00000133065.11,SLC41A1,-6.960767938,28.17879454,0.001182548,0.007580049,31.23939161,30.85836639,32.87977754,23.24941596,26.06733751,24.77847825,24.69841057,31.65917851,0.780134284,-0.358205619
ENSG00000120149.9,MSX2,-7.013580185,14.86113921,0.000352868,0.003407265,18.6597907,17.54521189,18.8987853,10.46165998,12.63376603,10.96762133,11.35434911,18.3679293,0.61816163,-0.693943988
ENSG00000128191.16,DGCR8,-7.023972673,23.88705536,1.50E-05,0.000564829,27.25232671,27.8342983,27.11050007,20.44656928,20.86897527,19.80966252,20.37506902,27.39904169,0.743641666,-0.427320488
ENSG00000010704.19,HFE,-7.032800546,10.99702881,0.000182352,0.002248548,14.97372505,14.52202106,14.04454115,6.32302104,8.41356515,7.705299431,7.480628541,14.51342909,0.515428056,-0.956157026
ENSG00000100526.20,CDKN3,-7.044150185,21.06172753,0.000214059,0.002484451,23.96879294,23.86321492,25.91940001,17.29416751,17.92283785,17.40195195,17.53965244,24.58380262,0.713463767,-0.487087929
ENSG00000060749.16,QSER1,-7.067422877,17.79039388,0.000233179,0.002613478,20.32217669,21.11099786,22.53914141,13.90054858,14.83975597,14.02974278,14.25668244,21.32410532,0.668571189,-0.58084691
ENSG00000071575.11,TRIB2,-7.068664774,7.462038041,2.51E-07,8.98E-05,10.96846315,11.21726641,10.80338173,4.059714178,3.94428398,3.779118802,3.927705653,10.99637043,0.357182006,-1.48526869
ENSG00000140534.14,TICRR,-7.077125105,14.82884703,0.000243604,0.00269185,18.55610931,17.50694182,19.03917763,10.24192544,12.1596892,11.46923879,11.29028448,18.36740958,0.61469117,-0.702066335
ENSG00000113569.16,NUP155,-7.080985087,21.68409822,3.47E-06,0.000260664,25.54357759,24.72712879,25.40306592,18.07970121,18.35013784,18.00097799,18.14360568,25.22459077,0.719282459,-0.475369673
ENSG00000214063.11,TSPAN4,-7.115048123,15.59326568,6.87E-05,0.001276846,19.46324171,19.83013195,18.15899556,11.83208085,11.8536312,12.4215128,12.03574162,19.15078974,0.628472339,-0.670078847
ENSG00000149679.11,CABLES2,-7.121697731,13.64718885,0.000535486,0.004509666,18.12692969,16.23501139,17.26217208,11.35401763,9.860746724,9.044255614,10.08633999,17.20803772,0.586141206,-0.770679831
ENSG00000160298.18,C21orf58,-7.141347835,19.63652167,0.000468061,0.004126355,24.1445506,22.28897218,23.18806397,14.76083177,16.64818807,16.78852341,16.06584775,23.20719558,0.692278724,-0.530575085
ENSG00000120327.7,PCDHB14,-7.141931377,5.069308112,1.17E-05,0.000494354,8.89265552,8.361483141,8.66668274,0.879827708,2.006948721,1.608250842,1.498342424,8.6402738,0.173413767,-2.527709663
ENSG00000172828.13,CES3,-7.145775515,4.613954074,8.47E-06,0.000424071,7.860316132,8.765035196,7.935174167,0.69870532,1.275036678,1.149456953,1.041066317,8.186841832,0.12716336,-2.975245051
ENSG00000143674.11,MAP3K21,-7.158084107,14.72816164,0.000572977,0.004717317,18.61677122,17.36494763,18.93989223,9.778942162,12.34959338,11.31882321,11.14911959,18.30720369,0.609001777,-0.715481656
ENSG00000197622.13,CDC42SE1,-7.163314568,50.43772328,0.00083977,0.006065167,55.05825545,53.71504467,53.28484158,47.58611005,47.74705209,45.23503586,46.856066,54.01938056,0.867393619,-0.205241265
ENSG00000138435.16,CHRNA1,-7.167763369,3.765361157,1.43E-05,0.000545458,6.85752014,8.101679026,7.088529358,0.192653132,0.219727655,0.132057629,0.181479472,7.349242841,0.024693628,-5.339717351
ENSG00000105048.17,TNNT1,-7.202945636,5.560541303,0.0001056,0.001609244,9.930737399,9.507774661,8.047530303,1.76549109,1.74512391,2.366590455,1.959068485,9.162014121,0.213825089,-2.225496954
ENSG00000183856.11,IQGAP3,-7.213374176,21.90973596,0.000329308,0.003257991,24.49501459,26.72141347,25.3328411,17.78430045,17.93597741,19.18886877,18.30304888,25.51642305,0.717304649,-0.479342114
ENSG00000106976.21,DNM1,-7.232968827,10.9232487,0.000279029,0.002915896,15.62924051,14.28662621,13.70333261,8.310895088,6.795511517,6.813886247,7.306764284,14.53973311,0.502537717,-0.992696216
ENSG00000181817.6,LSM10,-7.23463738,19.56590853,0.000758884,0.005679422,23.04000671,21.86839313,24.64128184,15.72888212,16.94271164,15.17417577,15.94858985,23.18322722,0.687936571,-0.539652543
ENSG00000152137.8,HSPB8,-7.2586934,24.31086015,0.000300563,0.00305706,28.74008964,27.57772475,27.50280617,21.54503294,19.37555911,21.12394831,20.68151345,27.94020685,0.740206168,-0.434000937
ENSG00000175287.19,PHYHD1,-7.268544201,17.95479856,0.000710287,0.005428508,22.44515514,22.34254866,19.97950817,15.30435168,13.66969569,13.98753201,14.32052646,21.58907066,0.663322969,-0.592216611
ENSG00000184916.9,JAG2,-7.269951505,10.00851976,0.000652486,0.005162341,14.59795303,14.5247548,11.8077787,6.629833419,6.367627411,6.123171182,6.373544004,13.64349551,0.467148906,-1.098045605
ENSG00000215788.11,TNFRSF25,-7.288001865,3.901222492,1.96E-06,0.00020772,7.921041266,7.194676175,7.519952831,0.360500834,0.411163845,0,0.25722156,7.545223424,0.034090648,-4.874480146
ENSG00000262919.8,CCNQ,-7.300114965,26.26714394,0.001661128,0.009533585,30.01042768,31.6887863,28.05239029,22.76380893,23.40319776,21.68425269,22.61708646,29.91720142,0.755989377,-0.403562133
ENSG00000105402.8,NAPA,-7.302692208,22.99131357,0.000275847,0.002900777,27.68022368,26.90414936,25.34360598,19.88748708,18.72708669,19.40532863,19.33996747,26.64265967,0.725902282,-0.462152743
ENSG00000148834.13,GSTO1,-7.309186519,17.80900985,0.00091957,0.006433949,20.79929636,20.30468614,23.28682683,14.64708689,13.32299443,14.49316845,14.15441659,21.46360311,0.659461346,-0.600639997
ENSG00000173442.13,EHBP1L1,-7.310806625,5.222256141,0.000195574,0.00235083,8.536311307,10.23127291,7.865394138,1.521246216,1.468106256,1.711206014,1.566852829,8.877659453,0.17649391,-2.502309691
ENSG00000058804.12,NDC1,-7.317442145,21.98588386,0.001506498,0.008956917,24.77920848,24.26385301,27.8907533,18.34318295,18.09715812,18.54114729,18.32716279,25.64460493,0.714659588,-0.484671885
ENSG00000160097.20,FNDC5,-7.319360622,4.249617478,4.44E-05,0.000987956,8.860710166,7.592619595,7.274563605,0.380440429,0.867811307,0.521559763,0.589937166,7.909297789,0.074587806,-3.744916406
ENSG00000120324.9,PCDHB10,-7.323625401,7.078493257,0.001183048,0.007580961,10.88415977,11.76913644,9.56762166,1.769134592,4.708106791,3.772800286,3.416680556,10.74030596,0.318117619,-1.652367818
ENSG00000148337.21,CIZ1,-7.325491216,33.71087064,0.00024869,0.002729535,37.77197918,38.27441623,36.07445333,30.67838442,29.49211448,29.9738762,30.04812503,37.37361625,0.803992978,-0.314745193
ENSG00000008517.18,IL32,-7.354652536,4.065728788,1.11E-05,0.000488093,8.187138746,7.978471192,7.063555231,0.115003521,0.524662198,0.525541842,0.38840252,7.743055057,0.050161405,-4.317278433
ENSG00000011485.15,PPP5C,-7.365223478,24.6733602,2.55E-06,0.000231539,28.50325301,28.20547161,28.35919121,20.49156019,21.19838767,21.28229754,20.99074846,28.35597194,0.740258472,-0.433898998
ENSG00000162664.17,ZNF326,-7.369804848,22.86161383,0.000513499,0.004389097,25.55919208,26.95215207,27.12820462,18.12162352,18.80435835,20.60415236,19.17671141,26.54651626,0.722381469,-0.469167211
ENSG00000136859.10,ANGPTL2,-7.377005216,5.823821556,9.55E-06,0.00045332,8.80796085,9.838106657,9.890904986,2.257625233,2.13528356,2.013048052,2.135318949,9.512324164,0.224479203,-2.155346302
ENSG00000203705.11,TATDN3,-7.384008523,13.80600302,0.000537038,0.004513759,16.52929298,16.69156432,19.27316454,10.25833433,10.28180948,9.801852453,10.11399875,17.49800728,0.578008604,-0.790837127
ENSG00000162522.11,KIAA1522,-7.405663629,11.62042753,6.55E-05,0.001251727,14.78928984,15.82462595,15.35586223,7.622067353,7.288943322,8.84177646,7.917595712,15.32325934,0.516704412,-0.952588891
ENSG00000111364.16,DDX55,-7.437277131,43.09475216,0.000240094,0.002664185,45.34881142,47.47004148,47.62131929,39.03295214,39.46754492,39.62784373,39.3761136,46.81339073,0.841129279,-0.249600539
ENSG00000162493.17,PDPN,-7.477191121,8.4610655,0.001242274,0.007839471,13.41743051,10.3860757,12.79547697,5.858648054,3.726496427,4.582265337,4.722469939,12.19966106,0.387098454,-1.369227548
ENSG00000189184.12,PCDH18,-7.478659135,6.194164406,0.000115195,0.001703383,9.936977481,9.248809126,10.61469531,3.148573975,1.469069612,2.746860929,2.454834839,9.933493973,0.247127028,-2.016675292
ENSG00000119185.13,ITGB1BP1,-7.479195726,22.40901358,0.000599124,0.004863743,25.63282765,25.41492272,27.39808397,18.31284553,17.68164456,20.01375706,18.66941572,26.14861144,0.713973503,-0.48605756
ENSG00000184922.14,FMNL1,-7.502864144,6.658750422,0.000111736,0.001666732,11.28573895,10.63334361,9.311464927,3.304080141,2.398085002,3.019789907,2.90731835,10.41018249,0.279276406,-1.8402344
ENSG00000168813.17,ZNF507,-7.512619964,16.93765675,0.00051205,0.004380251,20.29491488,20.05779182,21.72919351,13.16212758,11.90414808,14.47776466,13.18134677,20.69396674,0.636965689,-0.650712434
